NroTrx;sku;producto;cantidad;precio;subtotal;diasem;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice
P000334;1.10604E+11;Nuggets Premium;1;6;6;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000334;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000334;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000334;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000335;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34120;73.5;Mobile Safari;iOS;iPhone
P000335;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34120;73.5;Mobile Safari;iOS;iPhone
P000336;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000337;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34130;84;Mobile Safari;iOS;iPhone
P000337;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34130;84;Mobile Safari;iOS;iPhone
P000338;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34131;66.4;Chrome Mobile;Android;other
P000338;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34131;66.4;Chrome Mobile;Android;other
P000338;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34131;66.4;Chrome Mobile;Android;other
P000338;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34131;66.4;Chrome Mobile;Android;other
P000338;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34131;66.4;Chrome Mobile;Android;other
P000339;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34115;58;Chrome;Windows;other
P000339;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34115;58;Chrome;Windows;other
P000339;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34115;58;Chrome;Windows;other
P000339;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34115;58;Chrome;Windows;other
P000340;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34132;109;Chrome Mobile iOS;iOS;iPhone
P000340;1.10601E+11;Muslos Frescos;1;54;54;Lun;34132;109;Chrome Mobile iOS;iOS;iPhone
P000340;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34132;109;Chrome Mobile iOS;iOS;iPhone
P000340;1.10604E+11;Nuggets Premium;2;6;12;Lun;34132;109;Chrome Mobile iOS;iOS;iPhone
P000341;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34146;60.8;Mobile Safari;iOS;iPhone
P000341;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34146;60.8;Mobile Safari;iOS;iPhone
P000341;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34146;60.8;Mobile Safari;iOS;iPhone
P000341;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34146;60.8;Mobile Safari;iOS;iPhone
P000341;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34146;60.8;Mobile Safari;iOS;iPhone
P000342;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34133;89.5;Samsung Internet;Android;Samsung
P000342;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34133;89.5;Samsung Internet;Android;Samsung
P000342;1.10601E+11;Muslos Frescos;1;54;54;Lun;34133;89.5;Samsung Internet;Android;Samsung
P000342;1.10604E+11;Nuggets Premium;1;6;6;Lun;34133;89.5;Samsung Internet;Android;Samsung
P000343;1.10501E+11;Huevo Pardo Empacado;5;13;65;Lun;34142;95.7;Chrome Mobile;Android;other
P000343;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34142;95.7;Chrome Mobile;Android;other
P000343;1.10604E+11;Nuggets Premium;1;6;6;Lun;34142;95.7;Chrome Mobile;Android;other
P000343;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34142;95.7;Chrome Mobile;Android;other
P000344;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34147;118;Chrome;Windows;other
P000344;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34147;118;Chrome;Windows;other
P000344;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34147;118;Chrome;Windows;other
P000345;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34138;67;Chrome Mobile;Android;other
P000345;1.10601E+11;Muslos Frescos;1;54;54;Lun;34138;67;Chrome Mobile;Android;other
P000346;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34154;106.1;Chrome;Windows;other
P000346;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34154;106.1;Chrome;Windows;other
P000346;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34154;106.1;Chrome;Windows;other
P000346;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34154;106.1;Chrome;Windows;other
P000347;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34153;59;Chrome;Windows;other
P000347;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34153;59;Chrome;Windows;other
P000347;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34153;59;Chrome;Windows;other
P000347;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34153;59;Chrome;Windows;other
P000348;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34155;54.3;Chrome;Windows;other
P000348;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34155;54.3;Chrome;Windows;other
P000348;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34155;54.3;Chrome;Windows;other
P000348;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34155;54.3;Chrome;Windows;other
P000349;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34157;53.3;Mobile Safari;iOS;iPhone
P000349;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34157;53.3;Mobile Safari;iOS;iPhone
P000349;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34157;53.3;Mobile Safari;iOS;iPhone
P000350;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34089;97;Chrome;Windows;other
P000350;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34089;97;Chrome;Windows;other
P000350;1.10604E+11;Enrollado con Frutas Secas;2;27.5;55;Lun;34089;97;Chrome;Windows;other
P000351;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34128;53.7;Chrome Mobile;Android;other
P000351;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34128;53.7;Chrome Mobile;Android;other
P000351;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34128;53.7;Chrome Mobile;Android;other
P000351;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34128;53.7;Chrome Mobile;Android;other
P000352;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34160;65.1;Mobile Safari;iOS;iPhone
P000352;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34160;65.1;Mobile Safari;iOS;iPhone
P000353;1.10501E+11;Huevo Pardo Empacado;3;13;39;Lun;34144;123;Mobile Safari;iOS;iPhone
P000353;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34144;123;Mobile Safari;iOS;iPhone
P000353;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34144;123;Mobile Safari;iOS;iPhone
P000354;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34161;59.8;Chrome Mobile;Android;other
P000354;1.10604E+11;Nuggets Premium;1;6;6;Lun;34161;59.8;Chrome Mobile;Android;other
P000354;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34161;59.8;Chrome Mobile;Android;other
P000354;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34161;59.8;Chrome Mobile;Android;other
P000354;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34161;59.8;Chrome Mobile;Android;other
P000355;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34165;62.1;Facebook;iOS;iPhone
P000355;1.10604E+11;Nuggets Premium;1;6;6;Lun;34165;62.1;Facebook;iOS;iPhone
P000355;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34165;62.1;Facebook;iOS;iPhone
P000355;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34165;62.1;Facebook;iOS;iPhone
P000356;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34167;75;Mobile Safari;iOS;iPhone
P000356;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34167;75;Mobile Safari;iOS;iPhone
P000356;1.10604E+11;Nuggets Premium;1;6;6;Lun;34167;75;Mobile Safari;iOS;iPhone
P000356;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34167;75;Mobile Safari;iOS;iPhone
P000356;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34167;75;Mobile Safari;iOS;iPhone
P000357;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34141;52;Mobile Safari;iOS;iPad
P000357;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34141;52;Mobile Safari;iOS;iPad
P000357;1.10604E+11;Nuggets Premium;1;6;6;Lun;34141;52;Mobile Safari;iOS;iPad
P000358;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34164;61.6;Chrome Mobile;Android;other
P000358;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34164;61.6;Chrome Mobile;Android;other
P000358;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34164;61.6;Chrome Mobile;Android;other
P000359;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34136;57.3;Chrome;Windows;other
P000359;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34136;57.3;Chrome;Windows;other
P000360;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34173;60;Mobile Safari;iOS;iPhone
P000360;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34173;60;Mobile Safari;iOS;iPhone
P000360;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34173;60;Mobile Safari;iOS;iPhone
P000360;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34173;60;Mobile Safari;iOS;iPhone
P000361;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34175;184.1;Chrome Mobile;Android;other
P000361;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34175;184.1;Chrome Mobile;Android;other
P000361;1.10601E+11;Pierna Encuentro Fresca;2;54;108;Lun;34175;184.1;Chrome Mobile;Android;other
P000361;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34175;184.1;Chrome Mobile;Android;other
P000361;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34175;184.1;Chrome Mobile;Android;other
P000362;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34171;96.7;Safari;Mac OS X;other
P000362;1.10604E+11;Nuggets con Quinua;2;8.2;16.4;Lun;34171;96.7;Safari;Mac OS X;other
P000362;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34171;96.7;Safari;Mac OS X;other
P000362;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34171;96.7;Safari;Mac OS X;other
P000362;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34171;96.7;Safari;Mac OS X;other
P000363;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34170;61.5;Chrome;Windows;other
P000363;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34170;61.5;Chrome;Windows;other
P000363;1.10604E+11;Nuggets Premium;1;6;6;Lun;34170;61.5;Chrome;Windows;other
P000363;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34170;61.5;Chrome;Windows;other
P000364;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34156;79.5;Chrome;Windows;other
P000364;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34156;79.5;Chrome;Windows;other
P000365;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34166;88.5;Chrome;Windows;other
P000365;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34166;88.5;Chrome;Windows;other
P000365;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34166;88.5;Chrome;Windows;other
P000365;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34166;88.5;Chrome;Windows;other
P000366;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34127;76.1;Chrome;Windows;other
P000366;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34127;76.1;Chrome;Windows;other
P000366;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34127;76.1;Chrome;Windows;other
P000366;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34127;76.1;Chrome;Windows;other
P000367;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34179;88.6;Mobile Safari;iOS;iPhone
P000367;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34179;88.6;Mobile Safari;iOS;iPhone
P000367;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34179;88.6;Mobile Safari;iOS;iPhone
P000367;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34179;88.6;Mobile Safari;iOS;iPhone
P000367;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34179;88.6;Mobile Safari;iOS;iPhone
P000368;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34178;85;Chrome;Windows;other
P000368;1.10604E+11;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34178;85;Chrome;Windows;other
P000369;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34180;93;Chrome;Windows;other
P000369;1.10601E+11;Pollo Entero S/M;5;16;80;Lun;34180;93;Chrome;Windows;other
P000370;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34184;136.3;Chrome;Windows;other
P000370;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34184;136.3;Chrome;Windows;other
P000370;1.10604E+11;Filete a la Pimienta;2;13.5;27;Lun;34184;136.3;Chrome;Windows;other
P000370;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34184;136.3;Chrome;Windows;other
P000370;1.10604E+11;Enrollado con Frutas Secas;2;27.5;55;Lun;34184;136.3;Chrome;Windows;other
P000371;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34121;78.9;Chrome;Windows;other
P000371;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34121;78.9;Chrome;Windows;other
P000371;1.10604E+11;Nuggets Premium;2;6;12;Lun;34121;78.9;Chrome;Windows;other
P000371;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34121;78.9;Chrome;Windows;other
P000371;1.10604E+11;Hamburguesa Premium;3;8.3;24.9;Lun;34121;78.9;Chrome;Windows;other
P000372;1.10601E+11;Filete de Pechuga;3;30;90;Lun;34186;129;Mobile Safari;iOS;iPhone
P000372;1.10604E+11;Deditos de Pollo;5;7.8;39;Lun;34186;129;Mobile Safari;iOS;iPhone
P000373;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34188;131;Edge;Windows;other
P000373;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34188;131;Edge;Windows;other
P000373;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34188;131;Edge;Windows;other
P000373;1.10601E+11;Filete de Pechuga Corazon;1;32;32;Lun;34188;131;Edge;Windows;other
P000374;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34191;143.5;Chrome;Windows;other
P000374;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34191;143.5;Chrome;Windows;other
P000374;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34191;143.5;Chrome;Windows;other
P000374;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34191;143.5;Chrome;Windows;other
P000374;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34191;143.5;Chrome;Windows;other
P000375;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34189;57.5;Chrome;Windows;other
P000375;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34189;57.5;Chrome;Windows;other
P000375;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34189;57.5;Chrome;Windows;other
P000376;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34183;73;Mobile Safari;iOS;iPhone
P000376;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34183;73;Mobile Safari;iOS;iPhone
P000376;1.10604E+11;Filete  a la Criolla;2;13.5;27;Lun;34183;73;Mobile Safari;iOS;iPhone
P000377;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34183;72.5;Mobile Safari;iOS;iPhone
P000377;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34183;72.5;Mobile Safari;iOS;iPhone
P000377;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34183;72.5;Mobile Safari;iOS;iPhone
P000378;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34187;52.4;Chrome;Windows;other
P000378;1.10604E+11;Nuggets Premium;1;6;6;Lun;34187;52.4;Chrome;Windows;other
P000378;1.10604E+11;Nuggets con Quinua;2;8.2;16.4;Lun;34187;52.4;Chrome;Windows;other
P000379;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34192;80.8;Chrome;Windows;other
P000379;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34192;80.8;Chrome;Windows;other
P000379;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34192;80.8;Chrome;Windows;other
P000379;1.10604E+11;Filete  a la Criolla;2;13.5;27;Lun;34192;80.8;Chrome;Windows;other
P000379;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34192;80.8;Chrome;Windows;other
P000380;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34202;81.8;Facebook;Android;Samsung
P000380;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34202;81.8;Facebook;Android;Samsung
P000380;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34202;81.8;Facebook;Android;Samsung
P000380;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34202;81.8;Facebook;Android;Samsung
P000381;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34205;56;Chrome Mobile;Android;other
P000381;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34205;56;Chrome Mobile;Android;other
P000382;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34200;61.6;Mobile Safari;WKWebView;iOS
P000382;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34200;61.6;Mobile Safari;WKWebView;iOS
P000382;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34200;61.6;Mobile Safari;WKWebView;iOS
P000383;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34188;115;Edge;Windows;other
P000383;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34188;115;Edge;Windows;other
P000383;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34188;115;Edge;Windows;other
P000383;1.10601E+11;Filete de Pechuga Corazon;1;32;32;Lun;34188;115;Edge;Windows;other
P000384;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;34201;56.3;Chrome Mobile;Android;other
P000384;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34201;56.3;Chrome Mobile;Android;other
P000385;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34194;105.6;Chrome Mobile;Android;other
P000385;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34194;105.6;Chrome Mobile;Android;other
P000385;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34194;105.6;Chrome Mobile;Android;other
P000385;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34194;105.6;Chrome Mobile;Android;other
P000385;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34194;105.6;Chrome Mobile;Android;other
P000385;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34194;105.6;Chrome Mobile;Android;other
P000386;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34206;166.1;Chrome;Windows;other
P000386;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34206;166.1;Chrome;Windows;other
P000386;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34206;166.1;Chrome;Windows;other
P000386;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34206;166.1;Chrome;Windows;other
P000386;1.10604E+11;Nuggets Premium;2;6;12;Lun;34206;166.1;Chrome;Windows;other
P000386;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34206;166.1;Chrome;Windows;other
P000387;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34207;53.3;Mobile Safari;WKWebView;iOS
P000387;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34207;53.3;Mobile Safari;WKWebView;iOS
P000387;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34207;53.3;Mobile Safari;WKWebView;iOS
P000388;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34208;88;Firefox;Mac OS X;other
P000388;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34208;88;Firefox;Mac OS X;other
P000388;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34208;88;Firefox;Mac OS X;other
P000389;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34177;67.8;Chrome;Windows;other
P000389;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34177;67.8;Chrome;Windows;other
P000389;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34177;67.8;Chrome;Windows;other
P000389;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34177;67.8;Chrome;Windows;other
P000390;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34224;86;Mobile Safari;WKWebView;iOS
P000390;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34224;86;Mobile Safari;WKWebView;iOS
P000391;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34219;55.5;Facebook;Android;Samsung
P000391;1.10604E+11;Nuggets Premium;1;6;6;Lun;34219;55.5;Facebook;Android;Samsung
P000392;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34212;60;Facebook;Android;other
P000392;1.10604E+11;Filete a la Pimienta;2;13.5;27;Lun;34212;60;Facebook;Android;other
P000393;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34231;80.1;Chrome;Mac OS X;other
P000393;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34231;80.1;Chrome;Mac OS X;other
P000393;1.10604E+11;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34231;80.1;Chrome;Mac OS X;other
P000393;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;34231;80.1;Chrome;Mac OS X;other
P000394;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34195;51.5;Chrome Mobile;Android;other
P000394;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34195;51.5;Chrome Mobile;Android;other
P000394;1.10604E+11;Nuggets Premium;1;6;6;Lun;34195;51.5;Chrome Mobile;Android;other
P000394;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34195;51.5;Chrome Mobile;Android;other
P000394;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34195;51.5;Chrome Mobile;Android;other
P000395;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34221;91.8;Mobile Safari;iOS;iPhone
P000395;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34221;91.8;Mobile Safari;iOS;iPhone
P000395;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;34221;91.8;Mobile Safari;iOS;iPhone
P000396;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34209;76;Mobile Safari;WKWebView;iOS
P000396;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34209;76;Mobile Safari;WKWebView;iOS
P000396;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34209;76;Mobile Safari;WKWebView;iOS
P000397;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34230;116.3;Chrome;Windows;other
P000397;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34230;116.3;Chrome;Windows;other
P000397;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34230;116.3;Chrome;Windows;other
P000397;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34230;116.3;Chrome;Windows;other
P000397;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34230;116.3;Chrome;Windows;other
P000398;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34217;124.5;Chrome Mobile;Android;other
P000398;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;34217;124.5;Chrome Mobile;Android;other
P000398;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34217;124.5;Chrome Mobile;Android;other
P000398;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34217;124.5;Chrome Mobile;Android;other
P000399;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34181;194;Facebook;Android;Samsung
P000399;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34181;194;Facebook;Android;Samsung
P000399;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34181;194;Facebook;Android;Samsung
P000399;1.10604E+11;Deditos de Pollo;3;7.8;23.4;Lun;34181;194;Facebook;Android;Samsung
P000399;1.10604E+11;Chicharron de Pechuga de Pollo;3;12.5;37.5;Lun;34181;194;Facebook;Android;Samsung
P000399;1.10604E+11;Filete a la Pimienta;2;13.5;27;Lun;34181;194;Facebook;Android;Samsung
P000399;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;34181;194;Facebook;Android;Samsung
P000399;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;34181;194;Facebook;Android;Samsung
P000400;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34237;61.6;Mobile Safari;WKWebView;iOS
P000400;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34237;61.6;Mobile Safari;WKWebView;iOS
